"baseline","covars","outlier","model","inference","est","se","p","n","sigma","singular","d","study_id","grid_type","spec_id","population","missing","transform","outlier_scope","df_method"
"endpoint","none","iqr15_winsor","mixed_ri","hc3",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","principled",29,NA,NA,NA,NA,NA
"endpoint","published","iqr15_winsor","mixed_ri","hc3",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","principled",30,NA,NA,NA,NA,NA
"endpoint","none","mad_winsor","mixed_ri","hc3",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","principled",31,NA,NA,NA,NA,NA
"endpoint","published","mad_winsor","mixed_ri","hc3",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","principled",32,NA,NA,NA,NA,NA
"endpoint","none","none","lm","permutation",0.0167307652042694,0.0429285545156756,0.726,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","principled",33,NA,NA,NA,NA,NA
"endpoint","published","none","lm","permutation",0.0226050369997617,0.0461646365906261,0.602,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","principled",34,NA,NA,NA,NA,NA
"endpoint","none","sd3_winsor","lm","permutation",0.022429638223623,0.0450551577573224,0.586,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","principled",35,NA,NA,NA,NA,NA
"endpoint","published","sd3_winsor","lm","permutation",0.0284879018317615,0.0403040745506665,0.46,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","principled",36,NA,NA,NA,NA,NA
"endpoint","none","iqr15_winsor","lm","permutation",0.021254091274606,0.0410442008236027,0.592,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","principled",37,NA,NA,NA,NA,NA
"endpoint","published","iqr15_winsor","lm","permutation",0.0258253984195275,0.0396325414785443,0.532,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","principled",38,NA,NA,NA,NA,NA
"endpoint","none","mad_winsor","lm","permutation",0.0218028386644073,0.0428501804614556,0.604,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","principled",39,NA,NA,NA,NA,NA
"endpoint","published","mad_winsor","lm","permutation",0.0265395321522484,0.039105632560142,0.518,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","principled",40,NA,NA,NA,NA,NA
"endpoint","none","none","mixed_ri","permutation",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","principled",41,NA,NA,NA,NA,NA
"endpoint","published","none","mixed_ri","permutation",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","principled",42,NA,NA,NA,NA,NA
"endpoint","none","sd3_winsor","mixed_ri","permutation",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","principled",43,NA,NA,NA,NA,NA
"endpoint","published","sd3_winsor","mixed_ri","permutation",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","principled",44,NA,NA,NA,NA,NA
"endpoint","none","iqr15_winsor","mixed_ri","permutation",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","principled",45,NA,NA,NA,NA,NA
"endpoint","published","iqr15_winsor","mixed_ri","permutation",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","principled",46,NA,NA,NA,NA,NA
"endpoint","none","mad_winsor","mixed_ri","permutation",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","principled",47,NA,NA,NA,NA,NA
"endpoint","published","mad_winsor","mixed_ri","permutation",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","principled",48,NA,NA,NA,NA,NA
"endpoint","none","none","lm","model",0.0167307652042694,0.0445366568464502,0.707458261965408,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",1,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","model",0.0226050369997617,0.045204063463604,0.617440151013583,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",2,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","model",0.022429638223623,0.0429314367177416,0.6017774319006,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",3,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","model",0.0284879018317615,0.0436018249899799,0.514083305540483,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",4,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","model",0.021254091274606,0.0402179837181819,0.597599331841995,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",5,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","model",0.0258253984195275,0.0408168384694719,0.527461700506137,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",6,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","model",0.0218028386644073,0.0405332333134845,0.591082506682472,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",7,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","model",0.0265395321522484,0.041140701914603,0.519421568044011,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",8,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","model",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",9,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","model",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",10,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","model",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",11,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","model",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",12,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","model",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",13,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","model",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",14,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","model",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",15,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","model",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",16,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","hc3",0.0167307652042694,0.0437437113429249,0.702407452978182,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",17,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","hc3",0.0226050369997617,0.0469147988338699,0.63032021530617,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",18,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","hc3",0.022429638223623,0.0409054912281115,0.583912969995843,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",19,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","hc3",0.0284879018317615,0.0433247153796323,0.511397714615744,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",20,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","hc3",0.021254091274606,0.0381211789581616,0.577613569952511,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",21,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","hc3",0.0258253984195275,0.0396317289405774,0.515197540043182,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",22,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","hc3",0.0218028386644073,0.0383844365833992,0.570491663901446,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",23,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","hc3",0.0265395321522484,0.0399808522220666,0.507387219219038,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",24,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","hc3",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",25,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","hc3",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",26,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","hc3",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",27,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","hc3",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",28,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","hc3",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",29,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","hc3",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",30,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","hc3",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",31,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","hc3",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",32,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","permutation",0.0167307652042694,0.0429285545156756,0.726,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",33,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","permutation",0.0226050369997617,0.0461646365906261,0.602,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",34,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","permutation",0.022429638223623,0.0450551577573224,0.586,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",35,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","permutation",0.0284879018317615,0.0403040745506665,0.46,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",36,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","permutation",0.021254091274606,0.0410442008236027,0.592,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",37,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","permutation",0.0258253984195275,0.0396325414785443,0.532,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",38,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","permutation",0.0218028386644073,0.0428501804614556,0.604,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",39,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","permutation",0.0265395321522484,0.039105632560142,0.518,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",40,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","permutation",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",41,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","permutation",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",42,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","permutation",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",43,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","permutation",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",44,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","permutation",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",45,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","permutation",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",46,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","permutation",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",47,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","permutation",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",48,"itt_observed","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","model",0.0167307652042694,0.0445366568464502,0.707458261965408,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",49,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","model",0.0226050369997617,0.045204063463604,0.617440151013583,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",50,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","model",0.022429638223623,0.0429314367177416,0.6017774319006,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",51,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","model",0.0284879018317615,0.0436018249899799,0.514083305540483,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",52,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","model",0.021254091274606,0.0402179837181819,0.597599331841995,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",53,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","model",0.0258253984195275,0.0408168384694719,0.527461700506137,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",54,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","model",0.0218028386644073,0.0405332333134845,0.591082506682472,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",55,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","model",0.0265395321522484,0.041140701914603,0.519421568044011,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",56,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","model",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",57,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","model",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",58,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","model",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",59,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","model",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",60,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","model",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",61,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","model",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",62,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","model",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",63,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","model",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",64,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","hc3",0.0167307652042694,0.0437437113429249,0.702407452978182,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",65,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","hc3",0.0226050369997617,0.0469147988338699,0.63032021530617,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",66,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","hc3",0.022429638223623,0.0409054912281115,0.583912969995843,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",67,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","hc3",0.0284879018317615,0.0433247153796323,0.511397714615744,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",68,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","hc3",0.021254091274606,0.0381211789581616,0.577613569952511,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",69,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","hc3",0.0258253984195275,0.0396317289405774,0.515197540043182,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",70,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","hc3",0.0218028386644073,0.0383844365833992,0.570491663901446,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",71,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","hc3",0.0265395321522484,0.0399808522220666,0.507387219219038,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",72,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","hc3",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",73,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","hc3",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",74,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","hc3",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",75,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","hc3",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",76,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","hc3",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",77,"completers","complete_case","none","pooled","satterthwaite"
